index,filename,title,full_year,start_year,mid_year,end_year,circa,continent,country,artstor_url,image_url,artstor_artist,first_artist,second_artist,notes,attributed_to,attributed_to_2,attributed_to_3,copy_of,in_style_of,workshop_of,circle_of
1730,0002298.jpeg,Self Portrait w/Nazi Jews Pass,1943,,1943,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000668911;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d1031/41822000668911.jpg,"Nussbaum, Felix, 1904-1944",Felix Nussbaum,,,,,,,,,
1731,0002299.jpeg,Self-Portrait,1943,,1943,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000644060;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0949/41822000644060.jpg,"Beckmann, Max, 1884-1950",Max Beckmann,,,,,,,,,
1732,0002300.jpeg,Self Portrait,1944,,1944,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000492890;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0949/41822000492890.jpg,"Beckmann, Max, 1884-1950",Max Beckmann,,,,,,,,,
1733,0002301.jpeg,Portrait of Carmen Arriagada,c1834-40,1834,1837,1840,yes,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ABARNITZ_10310630003;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/barnitz/d0001/utexas_barnitz_90-02579_post_as_8b_srgb.jpg,"Rugendas, Johann Moritz, German, 1802-1858",Johann Moritz Rugendas,,,,,,,,,
1734,0002302.jpeg,Portrait of Ludwig Berger,1945,,1945,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASLAMIG_10312598775;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/aslam/d0001/st_louis_8541983.jpg,"Max Beckmann, German, 1884-1950",Max Beckmann,,,,,,,,,
1735,0002303.jpeg,Portrait of Miro,1948,,1948,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000658771;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0976/41822000658771.jpg,"Ernst, Max, 1891-1976",Max Ernst,,,,,,,,,
1736,0002304.jpeg,Portrait of Morton D. May,1949,,1949,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASLAMIG_10313361298;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/aslam/d0001/st_louis_8611983dig_as_8b_srgb.jpg,"Max Beckmann, German, 1884-1950",Max Beckmann,,,,,,,,,
1737,0002305.jpeg,Self Portrait,1950,,1950,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000493021;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0949/41822000493021.jpg,"Beckmann, Max, 1884-1950",Max Beckmann,,,,,,,,,
1738,0002306.jpeg,Portrait of John Minton,1952,,1952,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653574;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0981/41822000653574.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1739,0002307.jpeg,Self-Portrait,1925-53,1925,1939,1953,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000659399;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0989/41822000659399.jpg,"Gebhardt-Westerbuchberg, Franz, 1895-1969",Franz Gebhardt-Westerbuchberg,,,,,,,,,
1740,0002308.jpeg,Portrait d'Ancetre,1965,,1965,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000652618;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0977/41822000652618.jpg,"Ernst, Max, 1891-1976",Max Ernst,,,,,,,,,
1741,0002309.jpeg,Untitled (Portrait of Henry de Montherlant),1971,,1971,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMOMA_10312310021;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/moma/d9999/232_1991_cr_8b_srgb.jpg,"Gerhard Richter, German, born 1932",Gerhard Richter,,,,,,,,,
1742,0002310.jpeg,Bildnis Holger Friedrich (Portrait of Holger Friedrich),1972,,1972,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AYALEARTIG_10312578128;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/yale/art/yale_ag_1991588101pcc.jpg,"Gerhard Richter, German, born 1932",Gerhard Richter,,,,,,,,,
1743,0002311.jpeg,Self-Portrait in the Theater Masturbating,1980,,1980,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000650257;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0954/41822000650257.jpg,"Buttn, Walter",Walter Buttn,,,,,,,,,
1744,0002312.jpeg,Naked Portrait with Reflection,1980,,1980,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189600;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0981/41822003189600.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1745,0002314.jpeg,Naked Portrait II,1980-1,,1980,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653665;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0981/41822000653665.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1746,0002315.jpeg,Self-Portrait with Flowers II,1981,,1981,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653327;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0980/41822000653327.jpg,"Fetting, Rainer, 1949-",Rainer Fetting,,,,,,,,,
1747,0002317.jpeg,Self-Portrait,1982,,1982,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312610557;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_082244_post_as_8b_srgb.jpg,Martin Kippenberger,Martin Kippenberger,,,,,,,,,
1748,0002318.jpeg,Self-Portrait as an Indian,1982,,1982,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653384;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0980/41822000653384.jpg,"Fetting, Rainer, 1949-",Rainer Fetting,,,,,,,,,
1749,0002319.jpeg,Reflection,1981-2,,1981,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189618;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189618.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1750,0002320.jpeg,Portrait of Baron Hans Heinrich Thyssen-Bornemisza,1981-2,,1981,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653699;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822000653699.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1751,0002322.jpeg,Reflection,1985,,1985,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189717;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189717.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1752,0002323.jpeg,"Blond Girl, Night Portrait",1980-5,,1980,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189741;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189741.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1753,0002324.jpeg,Double Portrait,1985-6,,1985,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189667;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189667.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1754,0002325.jpeg,Annabel Portrait III,1987,,1987,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189899;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189899.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1755,0002326.jpeg,Triple Portrait,1986-7,,1986,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189808;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189808.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1756,0002327.jpeg,Triple Portrait,1987-8,,1987,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189881;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0982/41822003189881.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1757,0002329.jpeg,Self-Portrait,1990-1,,1990,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003189949;prevRouteTS=1568655673772,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0983/41822003189949.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1758,0002330.jpeg,Portrait on Red Sofa,1993-4,,1993,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000653822;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0983/41822000653822.jpg,"Freud, Lucian",Lucian Freud,,,,,,,,,
1759,0002332.jpeg,Portrait on Grey Cover,1996,,1996,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003868518;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003868518.jpg,"Freud, Lucian, 1922-",Lucian Freud,,,,,,,,,
1760,0002333.jpeg,Self-Portrait,1996,,1996,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMOMA_10312310022;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/moma/d9999/829_1996_cr_8b_srgb.jpg,"Gerhard Richter, German, born 1932",Gerhard Richter,,,,,,,,,
1761,0002334.jpeg,"Night Portrait, Face Down",1999-2000,1999,1999.5,2000,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003868609;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003868609.jpg,"Freud, Lucian, 1922-",Lucian Freud,,,,,,,,,
1762,0002338.jpeg,Selbstportrait I (Self-Portrait I),2003,,2003,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10311710653;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_068515_post_as_srgb.jpg,Markus Selg,Markus Selg,,,,,,,,,
1763,0002339.jpeg,Selbstportrait mit fremden Kopf (Self-portrait with someone else's head),2004,,2004,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312606463;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_077433_post_as.jpg,Magnus von Plessen,Magnus von Plessen,,,,,,,,,
1764,0002340.jpeg,Portrait: Florian Schneider-Esleben,2004,,2004,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312604153;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_077540_post_as.jpg,Johannes Wohnseifer,Johannes Wohnseifer,,,,,,,,,
1765,0002341.jpeg,Self Portrait: Reflection,2003-2004,2003,2003.5,2004,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003868708;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003868708.jpg,"Freud, Lucian, 1922-",Lucian Freud,,,,,,,,,
1766,0002342.jpeg,Self-Portrait,2005,,2005,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312611345;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_083226_post_as_8b_srgb.jpg,Sophie von Hellerman,Sophie von Hellerman,,,,,,,,,
1767,0002343.jpeg,Portrait einer Frau,2006,,2006,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312604114;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_077994_post_as.jpg,Frank Berendt,Frank Berendt,,,,,,,,,
1768,0002344.jpeg,Portrait No. 135,2006,,2006,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_35443419;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/11000173.jpg,Anton Henning,Anton Henning,,,,,,,,,
1769,0002345.jpeg,Witness Portrait,2006,,2006,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10312604113;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_077993_post_as.jpg,Frank Berendt,Frank Berendt,,,,,,,,,
1770,0002347.jpeg,Portrait,2007,,2007,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10313738756;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_095299_post_as_8b_srgb.jpg,Magnus Plessen,Magnus Plessen,,,,,,,,,
1771,0002348.jpeg,Portrait No. 170,2008,,2008,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10313554416;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_img_1510_post_as_8b_srgb.jpg,Anton Henning,Anton Henning,,,,,,,,,
1772,0002350.jpeg,Portrait No. 205,2008,,2008,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10313554414;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_img_1508_post_as_8b_srgb.jpg,Anton Henning,Anton Henning,,,,,,,,,
1773,0002351.jpeg,Portrait No. 260,2008,,2008,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10313554415;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_img_1509_post_as_8b_srgb.jpg,Anton Henning,Anton Henning,,,,,,,,,
1774,0002352.jpeg,Transporter (Self-Portrait),2008,,2008,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10313559136;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_img_5042_as_8b_srgb.jpg,Taner Ceylan,Taner Ceylan,,,,,,,,,
1775,0002354.jpeg,Portrait mit Früchten No. 2,2010,,2010,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_35439337;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10695585.jpg,Anton Henning,Anton Henning,,,,,,,,,
1776,0002355.jpeg,Untitled (portrait L),2011,,2011,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_35442231;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10825623.jpg,Johannes Kahrs,Johannes Kahrs,,,,,,,,,
1777,0002356.jpeg,Precient Portrait,2012,,2012,,,Europe,Germany,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_35435119;prevRouteTS=1568655690243,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/11212552.jpg,Robert Janitz,Robert Janitz,,,,,,,,,
1778,0002359.jpeg,Portrait of a Female Donor,1455,,1455,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313974008;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e10420_8b_srgb.jpg,Petrus Christus,Petrus Christus,,,,,,,,,
1779,0002360.jpeg,Portrait of a Male Donor,1455,,1455,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313967395;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e10419_8b_srgb.jpg,Petrus Christus,Petrus Christus,,,,,,,,,
1780,0002361.jpeg,Portrait of a Lady,1460,,1460,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313951457;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a13790_8b_srgb.jpg,Rogier van der Weyden,Rogier van der Weyden,,,,,,,,,
1781,0002362.jpeg,Portrait of a Man (Jan van Winckele?),1462,,1462,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768400;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng943_8b_srgb.jpg,"Dirk Bouts, 1400? - 1475",Dirk Bouts,,,,,,,,,
1782,0002364.jpeg,Portrait of an Old Woman,1468-1470,1468,1469,1470,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMHOUSTONIG_10313877213;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/ahouston/d0001/mfahouston_21383_8b_srgb.jpg,"Memling, Hans (Netherlandish, 1430/1440-1494)",Hans Memling,,,,,,,,,
1783,0002365.jpeg,"Francesco d'Este (born about 1430, died after 1475)",ca. 1460,,1460,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_METRO_103826335;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/metro/mma_.ep32.100.43.r.jpg,"Rogier van der Weyden , European; Netherlandish, Netherlandish, 1399/1400-1464",Rogier van der Weyden,,,,,,,,,
1784,0002366.jpeg,Portrait of a Donor,c. 1470/1475,1470,1472.5,1475,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_NGA_10312356998;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/nga/nga_sc1104_l_8b_srgb.jpg,"Follower of Dirck Bouts, Netherlandish",Unsure,,,,,,,,,Dirck Bouts
1785,0002367.jpeg,Portrait of a Man,circa 1465,,1465,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_LACMA_103886479;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/lacma/lacm.m44_2_3.jpg,Petrus Christus,Petrus Christus,,,,,,,,,
1786,0002369.jpeg,Portrait of a Man with an Arrow,1470,,1470,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313966979;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e11382_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
1787,0002370.jpeg,A Young Man at Prayer,mid 1470s,1473,1475,1477,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768526;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2594_8b_srgb.jpg,"Hans Memling, active 1465; died 1494",Hans Memling,,,,,,,,,
1788,0002371.jpeg,Portrait of a Young Woman,1480,,1480,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902559;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40030621_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
1789,0002372.jpeg,Portrait of a Young Man,ca. 1482,,1482,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/MMA_IAP_10312708186;prevRouteTS=1568655710110;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/met/d0001/mma_dt3077_as_8b_srgb.jpg,"Hans Memling, Netherlandish, active by 1465, died 1494",Hans Memling,,,,,,,,,
1790,0002373.jpeg,Portrait of a man before a landscape,c. 1478-1480?,1478,1479,1480,?,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902604;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40040561_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
1791,0002374.jpeg,Portrait of Benedetto Portinari,1487,,1487,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902467;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_26010219_post_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
1792,0002375.jpeg,"Portrait of Peter Veenlant, Burgomaster of Schiedam",1489,,1489,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103883925;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_cat._345.jpg,"Artist/maker unknown, Netherlandish (active northern Netherlands)",Anonymous,,,,,,,,,
1793,0002376.jpeg,"Portrait of Philip the Good, Duke of Burgundy [Portret van Philips de Goede, hertog van Bourgondië]",ca. 1460 - ca. 1480,1460,1470,1480,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627646;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3835_8b_srgb.jpg,schilder: anoniem,Anonymous,,,,,,,,,
1794,0002377.jpeg,Portrait of a Man from the Lespinette Family,c.1485-1490,1485,1487.5,1490,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30940661;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10620393.jpg,"Memling, Hans",Hans Memling,,,,,,,,,
1795,0002378.jpeg,Portrait of an Unknown Man with Landscape,1480 or later,1480,1487,1494,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902565;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40040560_post_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
1796,0002379.jpeg,"Portrait of Charles the Bold, Duke of Burgundy [Portret van Karel de Stoute, hertog van Bourgondië]",ca. 1460 - ca. 1480,1460,1470,1480,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627647;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3836_8b_srgb.jpg,schilder: anoniem,Anonymous,,,,,,,,,
1797,0002380.jpeg,Portrait of Lorenzo de' Lorenzi,c. 1492,,1492,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103884176;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_cat._48.jpg,"Sandro Botticelli (Alessandro di Mariano Filipepi), Italian (active Florence and Rome), 1445 - 1510",Sandro Botticelli,,,,,,,,,
1798,0002381.jpeg,"Portrait of Jacoba of Bavaria, Countess of Holland and Zeeland (Jacqueline, Countess of Hainaut) [Jacoba van Beieren (1401-1436), gravin van Holland en Zeeland]",na ca. 1480 - after c. 1480,1480,1480,1530,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628416;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-498_8b_srgb.jpg,"schilder: anoniem [copy of a portrait, now lost, by a Northern Netherlandish artist]",Anonymous,,"copy of a portrait, now lost, by a Northern Netherlandish artist",,,,,,,
1799,0002382.jpeg,Portrait of a Gentleman.,15th century.,1400,1450,1499,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039654897;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_801063_post_as.jpg,"Anon. (Netherlandish), 15th century. After.",Anonymous,,,,,,,,,
1800,0002383.jpeg,Portrait of a Gentleman.,15th century.,1400,1450,1499,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039654896;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_800597_post_as.jpg,"Anon. (Netherlandish), 15th century. After.",Anonymous,,,,,,,,,
1801,0002384.jpeg,Portrait of a Praying Man,c. 1500,,1500,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10312336659;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_2043_post_as_8b_srgb.jpg,Netherlandish Artist,Anonymous,,,,,,,,,
1802,0002385.jpeg,"Portrait of Frank van Borselen, Lord of Sint Maartensdijk and Stadtholder of Holland, fourth Husband of Jacoba of Bavaria, Countess of Holland and Zeeland (Jacqueline, Countess of Hainaut) [Portret van Frank van Borselen (c. 1390-1470), Heer van Sint Maar",na ca. 1480 - after c. 1480,1480,1480,1530,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628420;prevRouteTS=1568655710110,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-499_8b_srgb.jpg,schilder: anoniem,Anonymous,,,,,,,,,
