index,filename,title,full_year,start_year,mid_year,end_year,circa,continent,country,artstor_url,image_url,artstor_artist,first_artist,second_artist,notes,attributed_to,attributed_to_2,attributed_to_3,copy_of,in_style_of,workshop_of,circle_of
0,0000000.jpeg,Portrait of a Canon (probably Canon Johann Rieper of Brixen),c.1520,,1520,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASLAMIG_10312597227;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/aslam/d0001/st_louis_101915.jpg,"Marx Reichlich, Austrian, active c.1485-1520",Marx Reichlich,,,,,,,,,
1,0000001.jpeg,Portrait of a Woman holding a Lily-of-the-Valley and a Pansy,1510-1520,1510,1515,1520,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ACOURTAULDIG_10313599047;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/acourtauld/d0001/courtauld_p.1947.lf.248_as_8b_srgb.jpg,Marx Reichlich (act. 1494),Marx Reichlich,,,,,,,,,
2,0000002.jpeg,Portrait of Maia Welzer von Eberstein,1523,,1523,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000676252;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3877/41822000676252.jpg,"Maler, Hans, 1500-1529",Hans Maler,,,,,,,,,
3,0000003.jpeg,"Portrait of Moritz, Welzer von Eberstein",1523,,1523,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000676237;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3877/41822000676237.jpg,"Maler, Hans, 1500-1529",Hans Maler,,,,,,,,,
4,0000004.jpeg,Portrait of a Military Gentleman.,16th century.,1500,1550,1599,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039652926;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_0511703562_post_as.jpg,"Seisenegger, Jakob 1505-1567.",Jakob Seisenegger,,,,,,,,,
5,0000007.jpeg,Self-Portrait,1733-36,1733,1734.5,1736,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000676161;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3876/41822000676161.jpg,"Kupezky, Jan, 1667-1740",Jan Kupezky,,,,,,,,,
6,0000009.jpeg,Portrait of Count G.A. con Cotter,c.1730,,1730,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000676146;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3876/41822000676146.jpg,"Kupezky, Jan, 1667-1740",Jan Kupezky,,,,,,,,,
7,0000011.jpeg,"Portrait of Francis I, Emperor of the Holy German Empire, King of bohemia and Hungary, dressed in the Order of the Golden Fleece",1745,,1745,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470114;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art149165_as_8b_srgb.jpg,Attributed to Anton von Maron,Unsure,,,Anton von Maron,,,,,,
8,0000012.jpeg,"Portrait of Joseph II, Emperor of Austria (1741-1790), wearing the Order of the Golden Fleece",18th century,1700,1750,1799,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470827;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art158213_as_8b_srgb.jpg,Attributed to Anton von Maron,Unsure,,,Anton von Maron,,,,,,
9,0000014.jpeg,Portrait of a Gentleman,ca. 1815,,1815,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AROLLINSIG_10310802975;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/rollins/d0001/rollins_1974.47.p_8b_srgb.jpg,Johann Daniel Donath (1744 - 1830),Johann Daniel Donath,,,,,,,,,
10,0000015.jpeg,"Crescentia, Countess Zichy",1828,,1828,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_CL_103802752;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/clev/cma_.1988.57.jpg,"Ferdinand Georg Waldmüller, European; Central European; Austrian, 1793 - 1865, (artist),",Ferdinand Georg Waldmüller,,,,,,,,,
11,0000016.jpeg,Portrait of the Wife of Josef von Stadler,1835,,1835,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752034;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40121967_8b_srgb.jpg,Ferdinand Georg Waldmüller,Ferdinand Georg Waldmüller,,,,,,,,,
12,0000017.jpeg,"Portrait of Princess Maria von Liechtenstein, Age Two",1836,,1836,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000669257;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size2/ucsd/d3869/41822000669257.jpg,"Amerling, Friedrich von, 1803-1887",Friedrich von Amerling,,,,,,,,,
13,0000018.jpeg,Self-portrait,1848,,1848,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752035;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_39160632_8b_srgb.jpg,Ferdinand Georg Waldmüller,Ferdinand Georg Waldmüller,,,,,,,,,
14,0000020.jpeg,Portrait of Princess Hanna von Liechtenstein,1878,,1878,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000676229;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3876/41822000676229.jpg,"Makart, Hans, 1840-1884",Hans Makart,,,,,,,,,
15,0000021.jpeg,Self-Portrait,1878,,1878,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000922722;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3877/41822000922722.jpg,"Makart, Hans, 1840-1884",Hans Makart,,,,,,,,,
16,0000023.jpeg,Portrait of a Lady (possibly Mrs. Heymann),c. 1894,,1894,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902415;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40160210_8b_srgb.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
17,0000024.jpeg,Portrait of Sonja Knips,1898,,1898,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000675064;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3872/41822000675064.jpg,"Klimt, Gustav, 1862-1918",Gustav Klimt,,,,,,,,,
18,0000025.jpeg,Portrait of a Lady,1898-1899,1898,1898.5,1899,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902862;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40160232_8b_srgb.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
19,0000026.jpeg,Portrait of Emile Flöge,1902,,1902,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_1039760985;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_009804_post_as.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
20,0000028.jpeg,Portrait of Hermine Gallia,1903-1904,1903,1903.5,1904,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_1039760995;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_009814_post_as.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
21,0000029.jpeg,Portrait of Ria Munk III,1917-1918,1917,1917.5,1918,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMCADIG_10310847913;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/mcad/d0001/kohl_mcad_07083106_8b_srgb.jpg,"Gustav Klimt (Austrian painter, 1862 - 1918 )",Gustav Klimt,,,,,,,,,
22,0000030.jpeg,Portrait of Leopold Czihaczek,1907,,1907,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003853510;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003853510.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
23,0000031.jpeg,Portrait of Friederike Maria Beer,1916,,1916,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMCADIG_10310847912;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/mcad/d0001/kohl_mcad_07083105_8b_srgb.jpg,"Gustav Klimt (Austrian painter, 1862 - 1918 )",Gustav Klimt,,,,,,,,,
24,0000032.jpeg,Self-Portrait,1908,,1908,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000669521;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3870/41822000669521.jpg,"Gerstl, Richard, 1883-1908",Richard Gerstl,,,,,,,,,
25,0000033.jpeg,Commerce Counselor Ebenstein Portrait of the Tailor Ebenstein,1908,,1908,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_CHICAGO_1031150645;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/chicago/aic_.e09392_8srgb.jpg,Oskar Kokoschka,Oskar Kokoschka,,,,,,,,,
26,0000034.jpeg,Portrait of Gerti Schiele,1909,,1909,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMOMA_10312309632;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/moma/d9999/451_1982_cr_8b_srgb.jpg,"Egon Schiele, Austrian, 1890-1918",Egon Schiele,,,,,,,,,
27,0000035.jpeg,Self-portrait with Spread Fingers,1909,,1909,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003853528;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003853528.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
28,0000036.jpeg,Self-Portrait Nude,1909,,1909,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000677383;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3881/41822000677383.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
29,0000037.jpeg,Portrait of a Woman with Black Hat (Gertrude Schiele),1909,,1909,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310120094;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_39160458_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
30,0000038.jpeg,Self-Portrait with Hand on Cheek,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMCADIG_10313213700;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/mcad/d0001/09090902.jpg,"Egon Schiele (Austrian painter, 1890-1918)",Egon Schiele,,,,,,,,,
31,0000039.jpeg,Self-portrait,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310195412;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0056561g_post.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
32,0000040.jpeg,Portrait of the Painter Karl Zakovsek,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003853536;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003853536.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
33,0000041.jpeg,Portrait of Arthur Roessler,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000677433;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3881/41822000677433.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
34,0000042.jpeg,Portrait of the Painter Max Oppenheimer,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003853668;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003853668.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
35,0000043.jpeg,Portrait of the Painter Max Oppenheimer,1910,,1910,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003853643;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/redux/41822003853643.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
36,0000044.jpeg,Poet (Self-portrait),1911,,1911,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310120089;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_39160426_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
37,0000045.jpeg,Self-portrait with Spread Fingers,1911,,1911,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310119994;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40160145_post_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
38,0000046.jpeg,Self-Portrait with Spread Fingers,1911,,1911,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000677474;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3881/41822000677474.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
39,0000047.jpeg,Self-portrait with Bent Head; study for Hermits,1912,,1912,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310120001;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size2/lessing/art/lessing_40170212_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
40,0000048.jpeg,Self-portrait with Chinese Lantern and Fruits,1912,,1912,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310120004;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40170215_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
41,0000049.jpeg,Portrait of Herwarth Walden,c. 1910,,1910,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752619;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40170409_8b_srgb.jpg,Oskar Kokoschka (1886-1980),Oskar Kokoschka,,,,,,,,,
42,0000050.jpeg,Portrait of Wally,1912,,1912,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310120005;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40170216_post_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
43,0000052.jpeg,Self-Portrait,1913,,1913,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMOMA_10312311107;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/moma/d9999/26_1940_cr_8b_srgb.jpg,"Oskar Kokoschka, Austrian, 1886-1980",Oskar Kokoschka,,,,,,,,,
44,0000053.jpeg,Portrait of Carl Moll (1861-1945),1913,,1913,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752529;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40160154_8b_srgb.jpg,Oskar Kokoschka (1886-1980),Oskar Kokoschka,,,,,,,,,
45,0000054.jpeg,Portrait of Eugenia Primavesi,1913-1914,1913,1913.5,1914,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_1039760987;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_009806_post_as.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
46,0000056.jpeg,Portrait of Edith Schiele in Striped Dress,1915,,1915,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000677680;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3882/41822000677680.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
47,0000057.jpeg,Portrait of a Girl,c. 1913,,1913,,yes,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310750810;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40160230_8b_srgb.jpg,Oskar Kokoschka (1886-1980),Oskar Kokoschka,,,,,,,,,
48,0000059.jpeg,Portrait of Johann Harms,1916,,1916,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AGUGGENHEIMIG_10313463663;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/gernsheim/d0001/gugg_perm_69.1884_ph_as_8b_srgb.jpg,Egon Schiele,Egon Schiele,,,,,,,,,
49,0000060.jpeg,Self-Portrait,1917,,1917,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310750809;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size2/lessing/art/lessing_40150340_8b_srgb.jpg,Oskar Kokoschka (1886-1980),Oskar Kokoschka,,,,,,,,,
50,0000061.jpeg,Portrait of a Woman,1917-1918,1917,1917.5,1918,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902529;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_39160365_8b_srgb.jpg,Gustav Klimt,Gustav Klimt,,,,,,,,,
51,0000063.jpeg,Portrait of Paris von Gütersloh,1918,,1918,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_MINIAPOLIS_103820333;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/miniapolis/mia_.124c.jpg,"Egon Schiele, European; Central European; Austrian, 1890 - 1918, (painter),",Egon Schiele,,,,,,,,,
52,0000064.jpeg,Portrait of Painter Paris von Gutersloh,1918,,1918,,,Europe,Austria,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000677797;prevRouteTS=1568655092099,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3882/41822000677797.jpg,"Schiele, Egon, 1890-1918",Egon Schiele,,,,,,,,,
53,0000066.jpeg,Portrait of a Man ('Léal Souvenir'),1432,,1432,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768465;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng290_8b_srgb.jpg,"Jan van Eyck, active 1422; died 1441",Jan van Eyck,,,,,,,,,
54,0000067.jpeg,Portrait of a Franciscan (?),before 1432,1398,1432,1432,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766579;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng6377_8b_srgb.jpg,"Workshop of Robert Campin, 1378/9 - 1444",Unsure,,,,,,,,Robert Campin,
55,0000071.jpeg,Man in a Red Turban (Self Portrait?),1433,,1433,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039490475;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_39190254_srgb.jpg,Jan van Eyck,Jan van Eyck,,,,,,,,,
56,0000094.jpeg,A Woman,about 1435,,1435,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766578;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng653_2_8b_srgb.jpg,"Robert Campin, 1378/9 - 1444",Robert Campin,,,,,,,,,
57,0000095.jpeg,A Man,about 1435,,1435,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766577;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng653_1_8b_srgb.jpg,"Robert Campin, 1378/9 - 1444",Robert Campin,,,,,,,,,
58,0000101.jpeg,Portrait of a Carthusian,1446,,1446,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/MMA_IAP_1039651170;prevRouteTS=1568655125183;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/met/d0001/mma_dt26_post_8b_srgb.jpg,"Petrus Christus, Netherlandish, active by 1444, died 1475/76",Petrus Christus,,,,,,,,,
59,0000102.jpeg,Portrait of a Goldsmith,c.1432-36,1432,1434,1436,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000801280;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4048/41822000801280.jpg,Follower of Jan van Eyck,Unsure,,,,,,,,,Jan van Eyck
60,0000106.jpeg,Portrait of a Lady,about 1460,,1460,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767352;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1433_8b_srgb.jpg,"Workshop of Rogier van der Weyden, about 1399 - 1464",Unsure,,,,,,,,Rogier van der Weyden,
61,0000109.jpeg,Portrait of a Man,c. 1470,,1470,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_FRICK_103804842;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/frick/tfc_.memling.68-1-169.jpg,"Hans Memling, European; Flemish, c.1440-1494",Hans Memling,,,,,,,,,
62,0000110.jpeg,Portrait of a Man Praying [possibly Ludovico Portinari],c. 1479,,1479,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103884317;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_cat._327.jpg,"Master of the Legend of Saint Ursula, Netherlandish (active Bruges), active c. 1470 - c. 1500",Master of the Legend of Saint Ursula,,,,,,,,,
63,0000111.jpeg,Portrait of an Elderly Woman,1484-1485,1484,1484.5,1485,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902560;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40030622_8b_srgb.jpg,Hans Memling,Hans Memling,,,,,,,,,
64,0000112.jpeg,"Philip the Handsome, Holding a FalconPortrait of a Young Nobleman",c. 1490,,1490,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498672;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w5438_post_8b.jpg,"Master of the Legend of the Magdalen (Flemish, op.1510-1520)",Master of the Legend of the Magdalen,,,,,,,,,
65,0000113.jpeg,Portrait of a Man,1480-1490,1480,1485,1490,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498533;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7729_post_8b.jpg,"Flemish School (15th century) (Flemish, 15th C.) (attributed to)",Anonymous,,Flemish School,,,,,,,
66,0000114.jpeg,Portrait of a Cleric,ca. 1490,,1490,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_32667197;prevRouteTS=1568655125183;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/12497512.jpg,"Flemish, Attributed to Master of the Legend of Saint Ursula, previous attribution",Unsure,,,Master of the Legend of Saint Ursula,,,,,,
67,0000116.jpeg,Maria Portinari,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003715073;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d6014/41822003715073.jpg,"Memling, Hans, 1430?-1494",Hans Memling,,,,,,,,,
68,0000118.jpeg,Portrait of a Gentleman,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001052479;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4098/41822001052479.jpg,"Weyden, Rogier van der, 1399 or 1400-1464",Rogier van der Weyden,,,,,,,,,
69,0000122.jpeg,Portrait of Mary of Burgundy (Marie de Bourgogne),2nd half 15th Century,1450,1475,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313261476;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art333829.jpg,Anonymous Flemish,Anonymous,,,,,,,,,
70,0000125.jpeg,Portrait of a Gentleman,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001052461;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4098/41822001052461.jpg,"Weyden, Rogier van der, 1399 or 1400-1464",Rogier van der Weyden,,,,,,,,,
71,0000126.jpeg,Madonna and Child with Portrait: det.: Donor,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000997740;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4065/41822000997740.jpg,"Memling, Hans, 1430?-1494",Hans Memling,,,,,,,,,
72,0000128.jpeg,Portrait of a Man with a Pink,about 1500,,1500,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171886;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00055801_as_8b.jpg,"Michael Sittow (Netherlandish, about 1469 - 1525)",Michael Sittow,,,,,,,,,
